passengerid,survived
1072,0.9039643885791894
1073,0.13980409906351796
1074,0.1381427742617802
1075,0.9551045478916078
1076,0.11834603385136891
1077,0.15236715385094318
1078,0.9595099408134664
1079,0.9039643885791894
1080,0.10002621417470697
1081,0.7028017465272941
1082,0.6396925701760904
1083,0.14614997858389944
1084,0.961114124047817
1085,0.16930738135298587
1086,0.1424366893101932
1087,0.1520971578478946
1088,0.1424366893101932
1089,0.25291396252328713
1090,0.25334873595289387
1091,0.1424366893101932
1092,0.6580760864020052
1093,0.914096829278707
1094,0.9602334264978912
1095,0.934405132873208
1096,0.07774998178325138
1097,0.13604809052034825
1098,0.14505131761474596
1099,0.8830040217221803
1100,0.9511022711587442
1101,0.306567661638355
1102,0.9623043996845787
1103,0.2798638784131679
1104,0.2846466207962014
1105,0.07395336215807417
1106,0.09281429851266362
1107,0.8600735320197467
1108,0.7225644804572936
1109,0.960158723964346
1110,0.2691656827236234
1111,0.1424366893101932
1112,0.15027453639688487
1113,0.11296037199909256
1114,0.10082633362806916
1115,0.6800573165905358
1116,0.15450822681827897
1117,0.11956572088354647
1118,0.15322887958943027
1119,0.5778699276888195
1120,0.09281429851266362
1121,0.14734841365818366
1122,0.9219629617457069
1123,0.15027453639688487
1124,0.2804351854994601
1125,0.12905082154419797
1126,0.2513601874726672
1127,0.25188541265954967
1128,0.10040136314314796
1129,0.10136616582764632
1130,0.914096829278707
1131,0.7419086605331918
1132,0.14380785791455886
1133,0.10471311821035754
1134,0.7407842423303336
1135,0.13980409906351796
1136,0.1046716594261924
1137,0.9479904699815216
1138,0.1381427742617802
1139,0.11296037199909256
1140,0.11956572088354647
1141,0.14746325875523356
1142,0.25051583838033264
1143,0.9586505393355397
1144,0.9547878593456244
1145,0.9570370369704752
1146,0.5900712268390047
1147,0.3091137679250182
1148,0.2798638784131679
1149,0.10127504230029663
1150,0.8537085312655835
1151,0.26394727067856444
1152,0.26139853279759967
1153,0.13980409906351796
1154,0.2518713051906248
1155,0.2639346762455362
1156,0.12123016747976369
1157,0.09646568971015193
1158,0.1424366893101932
1159,0.14650222342039973
1160,0.1424366893101932
1161,0.08300533545809953
1162,0.695369631364451
1163,0.14380785791455886
1164,0.6788833838108014
1165,0.9662631697404953
1166,0.9551045478916078
1167,0.14746325875523356
1168,0.8782905070857298
1169,0.13604809052034825
1170,0.8873754996491835
1171,0.1438274956202761
1172,0.12217460219990493
1173,0.2413220850787836
1174,0.8746790554725341
1175,0.7993616617944382
1176,0.10257307189524269
1177,0.8917684510461191
1178,0.29989727627418705
1179,0.2408648444414152
1180,0.2687135344698639
1181,0.2846466207962014
1182,0.13980409906351796
1183,0.13976008705442292
1184,0.7776673349384474
1185,0.8089488404284806
1186,0.2798638784131679
1187,0.11863968739968257
1188,0.10257307189524269
1189,0.13980409906351796
1190,0.8926377406383781
1191,0.11956572088354647
1192,0.10127504230029663
1193,0.15236715385094318
1194,0.14746325875523356
1195,0.2942782404517303
1196,0.11956572088354647
1197,0.9479138879062867
1198,0.6803989707003356
1199,0.14808246497344094
1200,0.9627182705862474
1201,0.13980409906351796
1202,0.16930738135298587
1203,0.11375160505318797
1204,0.809694546837278
1205,0.14410334423409685
1206,0.13846493151656758
1207,0.1046716594261924
1208,0.6990030557774258
1209,0.10840724625935783
1210,0.16124005128054325
1211,0.8745388438131453
1212,0.2691656827236234
1213,0.11956572088354647
1214,0.8951347340209999
1215,0.1335365511953657
1216,0.12160279189974998
1217,0.8346188635480487
1218,0.48210278746915053
1219,0.22066343576956682
1220,0.9635228586764224
1221,0.24461691638088445
1222,0.14614997858389944
1223,0.14505131761474596
1224,0.13980409906351796
1225,0.1336897291993377
1226,0.6980306349193289
1227,0.14746325875523356
1228,0.6980306349193289
1229,0.2396901681061683
1230,0.9527076267713451
1231,0.894116929468754
1232,0.13980409906351796
1233,0.14650222342039973
1234,0.13604809052034825
1235,0.6800573165905358
1236,0.25480650335844773
1237,0.10257307189524269
1238,0.1410920426356559
1239,0.9577430265941755
1240,0.5997059110885506
1241,0.13604809052034825
1242,0.15639780930596614
1243,0.8887612353868106
1244,0.1316097916231264
1245,0.6835212661886207
1246,0.6998516483029266
1247,0.1410920426356559
1248,0.11956572088354647
1249,0.13908396839869833
1250,0.7704108629931076
1251,0.8944542888421654
1252,0.13832335044152633
1253,0.14505131761474596
1254,0.8346188635480487
1255,0.13604809052034825
1256,0.9632077290080987
1257,0.1381427742617802
1258,0.25480650335844773
1259,0.6774883526806456
1260,0.1424366893101932
1261,0.09281429851266362
1262,0.7300544409143732
1263,0.2798638784131679
1264,0.9622189781130821
1265,0.690181315013486
1266,0.5716178576553638
1267,0.8830040217221803
1268,0.14746325875523356
1269,0.28235846467031483
1270,0.8980760920874727
1271,0.7014827213212897
1272,0.25931522509733923
1273,0.14505131761474596
1274,0.8830040217221803
1275,0.8556698551672012
1276,0.14394021707615973
1277,0.8030567087346084
1278,0.94687262113953
1279,0.1410920426356559
1280,0.9015369231415125
1281,0.10362055926718183
1282,0.7435579069681032
1283,0.37012585353947625
1284,0.9481787388789958
1285,0.15236715385094318
1286,0.14380785791455886
1287,0.1410920426356559
1288,0.24562508686496698
1289,0.6813302732844849
1290,0.8969245959550615
1291,0.961272605493604
1292,0.14505131761474596
1293,0.9627182705862474
1294,0.14650222342039973
1295,0.8348758719052688
1296,0.10002621417470697
1297,0.1805107865334973
1298,0.9006388845588285
1299,0.10127504230029663
1300,0.09610887785956555
1301,0.1424366893101932
1302,0.14444818690059447
1303,0.7407093273169311
1304,0.8030567087346084
1305,0.954230347778955
1306,0.7393498499171238
1307,0.32527889401809673
1308,0.714439268392096
