passengerid,survived,Base,11,15
89,1,0.0719040663195445,0.034280739645871826,0.03914407009616848
90,0,0.18843609643132495,0.2669833968919981,0.2875178677157957
91,0,0.7958479360673021,0.7859302177518666,0.8000795536274165
92,1,0.847427643393998,0.863326359856984,0.857901852336865
93,0,0.09659358864400444,0.1175030837658111,0.10724589134945692
94,0,0.029352721858916107,0.03234586739715174,0.04109102346621853
95,1,0.62892569926584,0.656394123763212,0.6519082331389143
96,0,0.11533606561414914,0.12202428523023344,0.11824715724514304
97,0,0.056950525393944795,0.03941711940628372,0.04618022001694076
98,1,0.9765040599653179,0.9816480473917182,0.9775137729566755
99,0,0.33048880855603985,0.32717229380625984,0.28595065170977124
100,0,0.09818367950723526,0.09453325721025638,0.09890671917182013
101,1,0.995042339976207,0.995606342770421,0.9939840174288714
102,0,0.27658268301924055,0.2777335004269426,0.26491835590599244
103,0,0.10509610268410226,0.09589544532634518,0.10820500652937494
104,1,0.9351778845642951,0.9453939460627269,0.9389906975065357
105,1,0.9925938184149902,0.9943728362366652,0.9937867206871034
106,0,0.055841093644138376,0.046284691671060724,0.038932934980561704
107,0,0.1262321732764559,0.12956940261825925,0.13036751982454467
108,0,0.11211725982295787,0.11769676585493653,0.09450651640420675
109,1,0.5738839464787656,0.5588404137634339,0.5376215062519641
110,1,0.8753189624097405,0.9022482879942005,0.9027134967790708
111,0,0.01420230417626792,0.01822989947019039,0.017492463134001948
112,1,0.942731087267267,0.9452300275336578,0.9228128133900878
113,1,0.9162190779692768,0.8922627425812636,0.889535163752026
114,0,0.08620130309696243,0.09306483360194912,0.06593552122936928
115,1,0.8727759250636234,0.8685659605322202,0.8841224182759461
116,1,0.43661354032933375,0.4229548963320342,0.38406636008811973
117,1,0.39487816206592813,0.37825798760417123,0.3579763019013543
118,1,0.0378923521168978,0.042794377601326275,0.041437738071486124
119,1,0.31266616521871626,0.32496470072606287,0.3394361272804047
120,0,0.10337018899921434,0.09968960825334403,0.11232861686382138
121,1,0.8331775016993898,0.8317271059251563,0.8321406220997049
122,1,0.11717014437905644,0.10561386866780197,0.11985788802459509
123,0,0.06424395812983633,0.06695218783788733,0.04911435276706585
124,1,0.23573082950649543,0.229146226944806,0.2243975541466181
125,0,0.36438479292551545,0.3151726224389212,0.3775788016283205
126,0,0.22965312046581718,0.21799472441512285,0.21328049853872752
127,0,0.27506975831616876,0.2573241903941692,0.27965965010368693
128,1,0.9954325562516941,0.995602174345954,0.9950485674501569
129,0,0.07853902150532878,0.08104187394013071,0.07645620507904267
130,1,0.9907451396696886,0.993869510974956,0.9927246346928684
131,0,0.168449513620832,0.19074134679372087,0.21694652196444872
132,1,0.9698174411013897,0.9704678376853055,0.9696793903320583
133,1,0.08325425518727404,0.08258931353921971,0.08424582574945713
134,0,0.09106840652102628,0.07934056443756271,0.09219324909170588
135,0,0.2871444107388593,0.2665140913613701,0.28860872680891075
136,0,0.12662275708408208,0.12292005473727531,0.12373146654726491
137,1,0.9938283448141927,0.993935944235587,0.994726779381757
138,1,0.7254346640511241,0.7150901311920639,0.7140696164217463
139,0,0.0523837661439677,0.05599529198213391,0.05981745120410424
140,0,0.044896220758922405,0.03455504621346274,0.029497511465159405
141,1,0.97975802366585,0.9819563937168255,0.9850940343165259
142,0,0.04033478910923444,0.0263498431374182,0.030040454909656747
143,0,0.19636080663165642,0.13542756830055136,0.14114315758531332
144,0,0.13599606424025035,0.14285279430047357,0.15228397305250685
145,1,0.40783689478710505,0.38139895654760525,0.3708950513442998
146,1,0.9883540608476769,0.9872372055392026,0.9889764672570789
147,0,0.10337452225203746,0.09968107216669876,0.09913959568226022
148,0,0.07670177603255346,0.08086038637289511,0.08254470178147881
149,0,0.03500962765475877,0.023265825711321995,0.026863298394492113
150,1,0.7447477033337834,0.7440737376545946,0.7461608539191111
151,0,0.07881811888204326,0.08462133011377049,0.084340972875223
152,1,0.5956188969838799,0.5936733119968617,0.6227059804518705
153,0,0.047841472361227495,0.03833757643552475,0.049020312610099634
154,1,0.263312120221371,0.274169756924558,0.2640688136781385
155,0,0.10825973911138966,0.09904418990980889,0.09397702832508002
156,0,0.10341439474157048,0.0664420815833742,0.08008194868689136
157,0,0.05991957518967273,0.06955080315512728,0.05714268635358919
158,0,0.04205644566070165,0.041195912624898946,0.04419305569447282
159,0,0.08059079991614801,0.08530853561283878,0.08359561973659115
160,0,0.019822042156140755,0.02469260453997047,0.023722680587629094
161,0,0.6582523334724786,0.6253981374272835,0.6505013920712243
162,0,0.08221653302841476,0.08079451681974173,0.07986022024519515
163,0,0.10638938902035826,0.10288830404794105,0.12230538265013838
164,0,0.08196803093495773,0.04815657428207237,0.04602718780908895
165,0,0.07380260412623325,0.0762653516354969,0.0778822183109169
166,0,0.09302272370646857,0.0948036887739776,0.10585291324221403
167,1,0.6011861480152039,0.6011788728184256,0.585735425659902
168,0,0.07173444079351758,0.07231768813034982,0.0781192079458319
169,0,0.03021606734975416,0.02154637658807867,0.021475348721045756
170,0,0.08892589080735355,0.08482896548815481,0.08761445864294687
171,0,0.08361713649205599,0.08364625642002663,0.08472902535814095
172,0,0.044839049840048426,0.03557259263897646,0.03687293105122482
173,0,0.07920019712814369,0.06234879444968988,0.06497236875833222
174,0,0.07318642673402198,0.06498216081137982,0.050811734022677406
175,0,0.09356596587761797,0.10317044212159047,0.10203422247258781
176,0,0.08188270065370644,0.08342641172482049,0.07556460848245786
177,1,0.9824361602067487,0.9911019695531601,0.9903280359372001
178,1,0.15907448322605977,0.1688284371921413,0.17453324908938012
179,1,0.959911468421589,0.9719930126840365,0.9717055431558326
180,1,0.9940859270363583,0.9950035428029926,0.9940255077538809
181,0,0.2037958305789007,0.179664751054711,0.1559714913127893
182,0,0.07380260412623325,0.0762653516354969,0.0778822183109169
183,0,0.045405335319217,0.03446160467571,0.03636502101576654
184,0,0.07479935593813768,0.07609340598779223,0.07764948209009606
185,0,0.45298511280009274,0.4450450393298791,0.43568905086800574
186,0,0.08684055878106449,0.06710591868663911,0.05737994167753572
187,1,0.02574011284330557,0.02247844684844909,0.027688458620680603
188,0,0.028970966655271223,0.03148423471501323,0.027299597597695905
189,1,0.5529057411930951,0.6162218364224286,0.6423546093903513
190,1,0.4322946906033529,0.45348393842798806,0.4991490596460793
191,0,0.2322575012853665,0.20664689977967415,0.2664857799393831
192,0,0.30835811026503956,0.2873431639485684,0.2672281437185316
193,1,0.9127997929805086,0.9463661307459417,0.9428339937602358
194,0,0.0802536680749264,0.08401315199127893,0.0822934477188192
195,1,0.9045489035019374,0.9071444051446592,0.9027710480807414
196,1,0.9868690166159424,0.9924214335722695,0.988597052141162
197,0,0.08528742302628232,0.07923824592480112,0.08281893161750314
198,0,0.5193237356732638,0.4962075285757477,0.5318551723352615
199,0,0.4074388387272485,0.4075918292250042,0.4138554818715577
200,0,0.1402328835126792,0.1196708822614433,0.09714152284104924
201,1,0.8357036591625848,0.8728085518923203,0.8721394207455213
202,0,0.6685299670204431,0.6851012713968272,0.6448328472280537
203,0,0.10295628886336537,0.09809803508459221,0.10045024792713123
204,0,0.05322037907410458,0.03429615250547404,0.03548835314268646
205,0,0.06597268200380756,0.052940881465584747,0.041294306466065224
206,0,0.12135888599585964,0.12775991101140716,0.11319410462645751
207,0,0.08846780399529053,0.05069242997463807,0.04576880909608675
208,0,0.04204633745554017,0.058226887460610985,0.043741513613401777
209,1,0.8891476527632071,0.8984012542743313,0.8925415713862566
210,1,0.8904885420823951,0.8959203731148985,0.8984074127005037
211,0,0.07506881203911127,0.08323229157414994,0.08055638560037753
212,0,0.11547522151429883,0.12010045269219416,0.11863741504121222
213,1,0.9910450608864693,0.9930052657038526,0.9920469378464146
214,0,0.265926744049424,0.23595320641365528,0.30537264777294876
215,0,0.10255442152343068,0.0875476796956402,0.09875082598897499
216,1,0.8758686345503998,0.8545241506351023,0.840830421443275
217,1,0.06796293665061882,0.07399726300593046,0.07226185014690097
218,1,0.8699956235708103,0.8862967205944274,0.8704522395945752
219,0,0.05509949915052855,0.0555314138226232,0.05170540957241387
220,0,0.0944278042924061,0.07940885853572585,0.09516672425903336
221,1,0.9456304645179556,0.9496771353332204,0.9560143632567123
222,0,0.10637739277444083,0.11905992757909001,0.10367717568838598
223,0,0.08153919558207669,0.0803525104996013,0.07028993035207974
224,1,0.02364417659428862,0.017339339766587625,0.018705907543608475
225,0,0.9415548146465317,0.9352035522019895,0.9392095645938787
226,1,0.8183095134281532,0.8192070680188038,0.8221337333379563
227,1,0.9016401944435605,0.9026548970685391,0.9234866911687646
228,0,0.06808636730345086,0.07795427877310902,0.07278869628075468
229,0,0.061848817217739764,0.04494502174898285,0.03604201235864909
230,1,0.1680478135624996,0.17775344114580074,0.17952600044136963
231,0,0.30744840302515153,0.3035944501320244,0.26129986439838093
232,0,0.0755344821137676,0.08988062417474078,0.07309893116035465
233,0,0.04033116487173517,0.06392286684224951,0.06491324759516971
234,0,0.06745571243043937,0.07155544319865724,0.07049653330632251
235,0,0.7936133962003913,0.8041714799019568,0.8400784135343898
236,0,0.8366828823303482,0.8537558320226474,0.8685704170036437
237,0,0.6249068463355307,0.5187153442597556,0.5158179796901153
238,1,0.8437520340549501,0.850706275821338,0.8390478616251542
239,0,0.06842823369859471,0.07398736155595977,0.07160652961451161
240,1,0.6995109681889875,0.7275415437130102,0.7243779830785945
241,0,0.0482158297257004,0.05021137895112364,0.06784564261974342
242,0,0.0626829205140195,0.03371627482982173,0.032979223128976116
243,0,0.07315630731650838,0.07820538118104572,0.07820543179860016
244,0,0.11401968705990735,0.11433054224245805,0.1233549635190865
245,0,0.07041876130149412,0.07276113177595153,0.07670417984379364
246,1,0.14076292644856225,0.15925476283090167,0.147811077969915
247,1,0.984173346651366,0.9911756721893632,0.9895923545754821
248,0,0.20632867527476254,0.19489063333580306,0.2077260295782972
249,1,0.9356878886881442,0.8828279232214111,0.9308214067027143
250,1,0.11912372524260426,0.12063475173942718,0.1347917724969672
251,0,0.04226169977259207,0.0342425131277866,0.03701394945852236
252,0,0.09747305062121736,0.09894131933169782,0.11859304419817691
253,1,0.2049016777422331,0.2019062029073983,0.19707944315623888
254,0,0.09653834152860064,0.05642309324545812,0.05941165308621199
255,1,0.6269003338130191,0.6139539396615276,0.6413133979035904
256,0,0.02958305710520279,0.021504892440235478,0.023143585744865993
257,0,0.07190233595742698,0.04447572994776472,0.034424052291350864
258,0,0.0689608729035883,0.05745122001614647,0.04058901066029076
259,1,0.7432220407967147,0.7593844032967598,0.7639338005518637
260,0,0.0927885396702422,0.09166136505277889,0.09318792128656053
261,0,0.016240745926589664,0.022980193411189266,0.023668214439553057
262,0,0.06901412906421381,0.05389011141117969,0.042122467654098945
263,0,0.586973455195132,0.8010286975030155,0.8251792779521571
264,0,0.11827906913977314,0.13273191698999026,0.12831232897805303
265,0,0.03868499602255401,0.04957401363001933,0.0486898433358645
266,1,0.9935989173978461,0.9960124997484199,0.9956305182582956
267,1,0.9901526165695321,0.9911413525659096,0.9889126631209646
268,1,0.8086484850769129,0.8551062153108951,0.8619618624263669
269,0,0.4421404896099302,0.4506868812460462,0.4420985137826767
270,0,0.07966908457096941,0.07675578317869033,0.08072827731684871
271,0,0.08847473538601554,0.09156738909794922,0.09253574184861867
272,0,0.04451117099755474,0.0354851140167457,0.038827922559778724
273,1,0.8542134632877003,0.8827349191816669,0.8812831205771132
274,1,0.1930078409059466,0.19667965044821803,0.18097799776727705
275,0,0.06700690351874085,0.07021688078729045,0.0701244730967082
276,0,0.09261176944248181,0.08762723044474624,0.09019672318683848
277,0,0.07097156837580869,0.05604215212097303,0.07005839179682592
278,1,0.4552298825612797,0.4406221483720138,0.4365834369255281
279,0,0.23118870535882963,0.21988461592992894,0.2450875865387737
280,0,0.1001356935815804,0.08696401978530045,0.1332677739400188
281,0,0.9260346514743936,0.9602163893809101,0.9606461635616287
282,1,0.9940819654475052,0.9959062218486571,0.9948398614785818
283,0,0.07506330568738304,0.0789418117310724,0.07815088510173235
284,0,0.07923646134468858,0.08146249134958806,0.07977077691063511
285,0,0.19857637903786973,0.1755597991029884,0.16972231866529647
286,1,0.08967897143928413,0.08717206881173245,0.09760462352515407
287,0,0.20643534759882617,0.19634414026284072,0.20314873741277237
288,0,0.068952803795929,0.07895448187192736,0.07946024231922298
289,0,0.05139130736513986,0.035692601494661476,0.03698300913728741
290,1,0.9013681205772093,0.9268420769780963,0.9159156027002918
291,0,0.09002025636608485,0.09081108981019588,0.09249058636863686
292,1,0.9935653874176824,0.9951115176932248,0.9943889030779702
293,1,0.17757648356069453,0.18894411371599448,0.18884646872628205
294,1,0.6830552885415773,0.719629248991972,0.692362162510169
295,0,0.07922599289773842,0.079871314168788,0.08276659824693586
296,1,0.9937290180600677,0.9955597760298085,0.9936167184936406
297,0,0.07443934697684212,0.09841232730478446,0.09029932142683776
298,0,0.02654032481213869,0.05554109141621769,0.04686479491829
299,0,0.12604029896395968,0.137476186599115,0.14844408840452092
300,0,0.07518173132494148,0.07858573971425845,0.08574831596134444
301,0,0.0710118790078881,0.06613599788688784,0.07037404003825937
302,0,0.02657202243541037,0.018093287771133046,0.01966724049747379
303,1,0.9909649449125612,0.9933046765416927,0.99153393644045
304,1,0.9814456382689257,0.9868828778740795,0.985747845525285
305,0,0.10913596075855252,0.26027607956971527,0.2831279672525375
306,0,0.3315221551090287,0.3090203195065614,0.3176506056424515
307,0,0.08785266215283004,0.11510508938841568,0.14159264292929546
308,0,0.056143714155558064,0.06664826069119449,0.07918879570011118
309,0,0.24941002797081085,0.289088483323648,0.2956705612167611
310,0,0.0664135994384848,0.08019387114853598,0.08601392665705777
311,1,0.033693528509070765,0.02915979651616705,0.0295496715557091
312,1,0.7579944505843168,0.7500970513947792,0.7173481147737488
313,1,0.21074307964228794,0.223213486459852,0.2310941529400139
314,0,0.13539534014727575,0.06140783416469281,0.061612516536383874
315,0,0.07670711732940275,0.080598619648584,0.08653401877014211
316,1,0.9905904175176965,0.9896983372646205,0.9912241319591042
317,0,0.05666037031395224,0.0576979635302313,0.043246975213171605
318,1,0.8318006250787221,0.8308992763164749,0.8295451053288121
319,1,0.9882396923779795,0.9932812339656563,0.9932210886234731
320,1,0.8331775016993898,0.8317271059251563,0.8321406220997049
321,0,0.10520622553000301,0.049558420905206894,0.04318210491084378
322,0,0.8183654524911926,0.8678177854384778,0.87750305844829
323,1,0.9631394831654426,0.9668849884065619,0.9644718670858036
324,1,0.9603377151475675,0.9711051925875015,0.9620457656944291
325,0,0.04576511819535997,0.026753424928811744,0.02735506713272511
326,1,0.9865219311173272,0.9885011374374673,0.9888157073191765
327,0,0.08021168431884855,0.08057146178871896,0.08907789386783198
328,1,0.32806979716299217,0.48521186476240846,0.4930193605610325
329,1,0.7155753553411278,0.7164048515665781,0.7126951939007963
330,0,0.018686374702628485,0.022485090760491357,0.023736910687899817
331,0,0.1673000689208716,0.20236740899869818,0.20620064067290533
332,0,0.07908863468880838,0.04469193317933059,0.05197309999519955
333,0,0.0833247976412549,0.07667299476067961,0.08203488192722314
334,1,0.9091918002851708,0.9212406004285332,0.9356622569969342
335,0,0.09621718408681035,0.13675487074988196,0.12891595149543184
336,1,0.9736287490037907,0.9793792250201007,0.9828910619619093
337,0,0.09293811783866275,0.05844832319156292,0.047940225329224734
338,0,0.37841911418360424,0.3746137108546661,0.3854380332916148
339,1,0.9929482194969905,0.995575530784965,0.9949718159288448
340,0,0.9121310572181758,0.9313253026878003,0.942164099389746
341,1,0.9987981608666119,0.9983471657806083,0.9986378026902667
342,0,0.0684575204352583,0.04939013104630081,0.04932229518169605
343,1,0.8305687024476941,0.8355479085572998,0.8356439158138643
344,1,0.11705617188882832,0.14093125822929958,0.11355259660909701
345,0,0.20649729697490637,0.18764082947541033,0.21319507961743647
346,0,0.07462527356651205,0.0756407897826226,0.0752544674179385
347,0,0.8960123339157059,0.9437140717961904,0.9360743270602505
348,0,0.9107837758704831,0.9333915725505424,0.9380774530588157
349,0,0.07380260412623325,0.0762653516354969,0.0778822183109169
350,0,0.07295231733660272,0.0636665486040704,0.055101695908277175
351,0,0.07316436256273312,0.044631336967541235,0.0358353022626978
352,0,0.057494185002432516,0.07514812627920496,0.043454914516410176
353,0,0.09796758291324795,0.0998570385543184,0.10671029810885747
354,0,0.09671568466601678,0.09334993080601056,0.09815052777866798
355,0,0.20076912572834774,0.23775927802427807,0.2428904200702641
356,1,0.9759882721197082,0.984609744990317,0.9820901212117645
357,0,0.027465832846498218,0.03248206585875284,0.03173441889299902
358,0,0.028737290813922827,0.02044105056011317,0.02101259598943276
359,1,0.8045037159756752,0.7978953587138342,0.7881077974625613
360,0,0.6981545947188939,0.7261901563170443,0.7109024504841698
361,0,0.07272809019491093,0.06830969703619133,0.07814196116035375
362,0,0.019124381574905293,0.028946136464070238,0.029097750572461886
363,0,0.011725191168067233,0.01466881282208529,0.015572423454346786
364,1,0.9902575206980386,0.9898401861636273,0.991114041395524
365,1,0.8570374896104406,0.8595568247230371,0.8573602797531035
366,0,0.1594323902931346,0.1142227555285112,0.11725431051418313
367,0,0.061325632116166456,0.057061637550797996,0.0634246230420495
368,0,0.18840716175511035,0.20094534708513212,0.19084707404696055
369,1,0.9887392261654478,0.9922103129335026,0.9913631431195529
370,1,0.9916531886928165,0.9934336371628733,0.9912495870867881
371,1,0.9227281495591586,0.9457080047264318,0.9338734000608225
372,0,0.07165501339388151,0.0486934415416239,0.0366186647549102
373,0,0.07889767644262918,0.04505660479045969,0.04930158790037778
374,1,0.4116224180357563,0.39062313279819655,0.38216131040795803
375,0,0.18790095933592418,0.19956181118663133,0.20741692383015042
376,1,0.8515573076725486,0.8366590220828752,0.8631854860635813
377,1,0.8960644143400165,0.9148103519198587,0.9242379927986236
378,1,0.8336820868390586,0.7682558623437264,0.7297468938457108
379,1,0.9576508180209184,0.9579859616156804,0.9596153301477601
380,1,0.48149830081276723,0.515344688960537,0.4862990031314297
381,0,0.07741663825175309,0.03661753470658714,0.03618412136004995
382,0,0.10490151936986579,0.05340519776746862,0.06463614751214887
383,1,0.9868807855680818,0.9921080808283256,0.9886937594355233
384,0,0.0742990466324882,0.07373422776658665,0.07322473548648642
385,1,0.620420907074459,0.6608121305747594,0.6797207110630322
386,1,0.7825460971702696,0.8032575530708309,0.7824749433265498
387,1,0.9915656238303362,0.9948229402348506,0.993729058265719
388,1,0.20156861505617016,0.21204603846791073,0.22515253185563042
389,0,0.0833247976412549,0.07667299476067961,0.08203488192722314
390,1,0.09239702109752872,0.10015445791602781,0.09817483699449053
391,0,0.0710118790078881,0.06613599788688784,0.07037404003825937
392,0,0.03671870034755886,0.0288468092074884,0.030423770943735134
393,0,0.060992436037845536,0.06167722603288393,0.06832731586982353
394,1,0.8685578088750278,0.8679437395152867,0.8887448676245643
395,0,0.024177685696847025,0.03686737569001048,0.026803262148288973
396,1,0.9730404567313728,0.9664001816237047,0.9737895309500911
397,1,0.9586388235829596,0.9662549564855321,0.9650996306759857
398,0,0.0788482134007616,0.07612848482527113,0.06957916079240303
399,0,0.10063525303155857,0.09526074272533627,0.10691153950660971
400,0,0.17544348177683614,0.2088111767886943,0.2169314046298222
401,1,0.9875009290553348,0.9925576096625465,0.9866103175627249
402,1,0.99538126751567,0.9958440154047163,0.9964486931174449
403,1,0.8238415762858057,0.7515330403056871,0.7776381285040197
404,1,0.37848541969977534,0.489910593508187,0.4546919390033398
405,0,0.07910672907108458,0.08717391434417125,0.0832945080778603
406,1,0.8712160099702981,0.8253263745735707,0.8079951215972674
407,0,0.06766918039696779,0.07449040322967326,0.07601137571529319
408,1,0.9932478836634826,0.994715641744377,0.9930164251441029
409,0,0.030854668535027795,0.050266042119696555,0.04244941651503696
410,1,0.3048038565422167,0.6490319881970329,0.6365942079031549
411,0,0.3455605531332017,0.35776104533138836,0.36962465004862366
412,0,0.08753736943815084,0.08731932189472619,0.08935094357826669
413,0,0.08120073748558745,0.07884834162974157,0.08514872184697272
414,0,0.15356238684256848,0.06969428226309138,0.07060519759811404
415,0,0.08054827448703714,0.09763526733300511,0.08727710153354365
416,0,0.06745571243043937,0.07155544319865724,0.07049653330632251
417,0,0.08321994271248759,0.07821726359725667,0.08176745437521389
418,1,0.9089397741851222,0.9264673886535336,0.9254134470228925
419,0,0.41539688312611894,0.40217035941004875,0.406716743653134
420,0,0.14457284305130177,0.12580465875631663,0.12383070056493839
421,1,0.34005090149027795,0.31408442255801966,0.34070251968660753
422,0,0.11336579642759445,0.12545868215277442,0.13147591351250662
423,0,0.07131791823726824,0.07370214682552795,0.07654442411522343
424,1,0.32303847691918613,0.34444766336443766,0.31107811868843643
425,1,0.7461656976534962,0.6316745723004281,0.6547674879302439
426,0,0.09170275228584807,0.10362888567249877,0.09045484676249418
427,0,0.05873894314417148,0.08925335005683854,0.11765341689250497
428,1,0.9964249071902276,0.9969417744279765,0.9961081002289872
429,1,0.6624188023446504,0.6679813570019962,0.6779005002641204
430,0,0.07272809019491093,0.06830969703619133,0.07814196116035375
431,0,0.08770916278221545,0.08320149604674366,0.09000821461333261
432,0,0.024933537874754736,0.02474329341022169,0.033897286100531464
433,0,0.017357045622668436,0.014268112313191613,0.018049178599285044
434,0,0.08996570487186555,0.08802750695282588,0.10468190479495959
435,0,0.1452939984139427,0.13876211774809813,0.10485007598601748
436,1,0.6907656030965403,0.7019396456908783,0.7109828106206901
437,0,0.05278749580344189,0.06334151232271938,0.050748615033027966
438,1,0.0831743520984309,0.08739285970804771,0.08936311197912716
439,1,0.23070695981180447,0.25124169564988097,0.2568675877079872
440,0,0.08535748867500047,0.08480245638120533,0.08797692742637837
441,1,0.9837815886091807,0.9889137862613654,0.9882573684382763
442,0,0.08348977749241863,0.08063721336501238,0.0948513094663813
443,1,0.7677041674677103,0.7723360519047592,0.7784782171546831
444,1,0.7298468654590323,0.7015690624722651,0.7136357117318125
445,1,0.8086608735188255,0.8169313935752329,0.8185800091323089
446,1,0.7871107311824942,0.8044891416791972,0.7851625144715121
447,0,0.3051399865143578,0.28458637387793734,0.3000811012899618
448,1,0.9673789084311818,0.9649462462253735,0.9622329465733711
449,1,0.8797648422600167,0.8879680332109385,0.8760068514106994
450,0,0.39278778423046845,0.3889723734154297,0.41142178258424306
451,0,0.15286978515886024,0.15413558122655108,0.17241921846661734
